epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
116,21761.2,0.47069,0.79787,0.43687,0.95214,0,0.75436,0.67941,0.74057,0.60344,0.72409,0.64242,0.69076,0.52768,0.60673,1.09844,0.60785,1.11207,0,0.000778889,0.000778889,0.000778889
117,21944.1,0.47892,0.79025,0.43782,0.95309,0,0.77626,0.65883,0.74741,0.6107,0.80231,0.59556,0.70043,0.53155,0.59855,1.10229,0.57743,1.10046,0,0.000763797,0.000763797,0.000763797
118,22122.9,0.47536,0.81875,0.44222,0.95442,0,0.78239,0.64858,0.74417,0.61182,0.78997,0.60291,0.69347,0.53325,0.59841,1.08392,0.57714,1.10482,0,0.000748766,0.000748766,0.000748766
119,22302.4,0.464,0.76961,0.43988,0.94164,0,0.77836,0.68417,0.75517,0.62253,0.8338,0.59063,0.69803,0.54051,0.59581,1.10128,0.57219,1.10026,0,0.000733799,0.000733799,0.000733799
120,22484.2,0.46238,0.74827,0.42617,0.94376,0,0.79913,0.67078,0.75588,0.61903,0.77387,0.63009,0.70017,0.54059,0.59589,1.08221,0.57991,1.11373,0,0.0007189,0.0007189,0.0007189
121,22665.4,0.46197,0.74333,0.43592,0.93762,0,0.79858,0.64365,0.75042,0.61314,0.79352,0.61776,0.7006,0.53223,0.59261,1.08002,0.57384,1.10164,0,0.000704073,0.000704073,0.000704073
122,22847.9,0.4584,0.78007,0.41863,0.93972,0,0.78211,0.66091,0.75261,0.61994,0.78156,0.61529,0.70044,0.53897,0.59321,1.08417,0.56686,1.11258,0,0.000689322,0.000689322,0.000689322
123,23029.4,0.44916,0.73047,0.4077,0.93461,0,0.78574,0.64735,0.74938,0.6156,0.80851,0.58831,0.68688,0.5269,0.60817,1.12441,0.57033,1.12303,0,0.000674649,0.000674649,0.000674649
124,23208.3,0.45186,0.72998,0.41227,0.93809,0,0.80472,0.6504,0.74919,0.619,0.79888,0.61036,0.70091,0.5419,0.56806,1.08256,0.5626,1.08496,0,0.00066006,0.00066006,0.00066006
125,23387,0.44212,0.73788,0.40295,0.92821,0,0.78701,0.6561,0.74149,0.61399,0.8068,0.6076,0.68485,0.53496,0.58412,1.11998,0.56931,1.10552,0,0.000645557,0.000645557,0.000645557
126,23571.8,0.43267,0.7179,0.40134,0.92912,0,0.79115,0.66954,0.74244,0.61626,0.78547,0.61652,0.6929,0.5383,0.58124,1.1068,0.56504,1.11089,0,0.000631143,0.000631143,0.000631143
127,23751.3,0.45157,0.74213,0.41763,0.94039,0,0.81527,0.61652,0.72773,0.60197,0.79546,0.59063,0.67841,0.51997,0.58897,1.10718,0.60382,1.11211,0,0.000616824,0.000616824,0.000616824
128,23933.5,0.45016,0.7565,0.4162,0.93434,0,0.79191,0.66954,0.74816,0.61518,0.76964,0.61776,0.68994,0.52647,0.59206,1.10988,0.5785,1.10991,0,0.000602601,0.000602601,0.000602601
129,24113,0.43879,0.71733,0.39603,0.93342,0,0.79866,0.66519,0.75568,0.61899,0.78815,0.60912,0.69071,0.53192,0.57644,1.09059,0.57116,1.09481,0,0.000588479,0.000588479,0.000588479
130,24297.1,0.42787,0.71952,0.39284,0.92597,0,0.82343,0.63828,0.74904,0.61231,0.81906,0.58693,0.68469,0.52639,0.59501,1.12378,0.57964,1.11363,0,0.00057446,0.00057446,0.00057446
131,24477.6,0.44199,0.71873,0.39899,0.9311,0,0.81217,0.66215,0.75654,0.62265,0.8135,0.60049,0.70215,0.53793,0.57187,1.08782,0.55737,1.08774,0,0.000560549,0.000560549,0.000560549
132,24660.3,0.44376,0.74703,0.40555,0.92963,0,0.79658,0.65667,0.74549,0.61832,0.78335,0.62417,0.70345,0.53807,0.56724,1.07741,0.5564,1.09375,0,0.000546749,0.000546749,0.000546749
133,24840.7,0.42816,0.72748,0.39169,0.92823,0,0.82581,0.65475,0.75454,0.62075,0.78185,0.62022,0.69904,0.53893,0.57288,1.08576,0.55839,1.09368,0,0.000533064,0.000533064,0.000533064
134,25023.2,0.41886,0.68911,0.37629,0.91529,0,0.81669,0.65924,0.76187,0.62613,0.79259,0.62198,0.70558,0.53757,0.56989,1.09606,0.54888,1.10956,0,0.000519496,0.000519496,0.000519496
135,25208.9,0.43051,0.70709,0.38896,0.93017,0,0.80347,0.65351,0.75181,0.6189,0.80071,0.59946,0.69735,0.53983,0.5718,1.09258,0.54931,1.1048,0,0.000506049,0.000506049,0.000506049
136,25395.6,0.42837,0.72542,0.39282,0.92157,0,0.7493,0.69051,0.75205,0.6189,0.7247,0.66091,0.6971,0.53693,0.57502,1.10332,0.54553,1.12905,0,0.000492726,0.000492726,0.000492726
137,25578.9,0.40974,0.68782,0.36811,0.91194,0,0.74264,0.70449,0.75483,0.6217,0.75952,0.63502,0.70499,0.53954,0.57035,1.08343,0.54991,1.1096,0,0.000479531,0.000479531,0.000479531
138,25760.3,0.42296,0.69315,0.39259,0.92414,0,0.82564,0.65475,0.76182,0.62942,0.78821,0.61776,0.70627,0.54358,0.56737,1.09565,0.54114,1.10698,0,0.000466467,0.000466467,0.000466467
139,25943,0.41571,0.69286,0.37577,0.91999,0,0.81309,0.65975,0.75744,0.62378,0.81904,0.60912,0.70658,0.54504,0.5763,1.08459,0.54303,1.12877,0,0.000453537,0.000453537,0.000453537
140,26128,0.41829,0.69762,0.38433,0.92169,0,0.82133,0.6575,0.76015,0.62747,0.78619,0.63476,0.70303,0.54701,0.56698,1.09938,0.53649,1.1042,0,0.000440745,0.000440745,0.000440745
141,26309.6,0.40192,0.66803,0.36922,0.91736,0,0.81509,0.63592,0.75089,0.62559,0.82385,0.60173,0.69929,0.54443,0.55762,1.10121,0.53932,1.09977,0,0.000428093,0.000428093,0.000428093
142,26491.8,0.40769,0.67945,0.37447,0.91743,0,0.80504,0.65475,0.75476,0.62518,0.79242,0.61776,0.70526,0.54303,0.54918,1.04598,0.53521,1.0946,0,0.000415584,0.000415584,0.000415584
143,26670.7,0.39001,0.64773,0.35549,0.90673,0,0.78599,0.68311,0.75552,0.62246,0.75299,0.64653,0.69466,0.54175,0.56062,1.10067,0.54635,1.10962,0,0.000403222,0.000403222,0.000403222
144,26849.5,0.4122,0.70234,0.36263,0.91447,0,0.79327,0.68132,0.75539,0.62583,0.79176,0.63292,0.70598,0.54316,0.5551,1.06549,0.53731,1.09495,0,0.00039101,0.00039101,0.00039101
145,27031.6,0.40094,0.64094,0.35134,0.90397,0,0.7672,0.68557,0.75419,0.62664,0.82088,0.60296,0.70316,0.54529,0.55731,1.05399,0.5404,1.11276,0,0.00037895,0.00037895,0.00037895
146,27214.6,0.395,0.65982,0.3573,0.90822,0,0.78759,0.68927,0.76618,0.63705,0.75365,0.65968,0.71652,0.5512,0.54194,1.06575,0.52467,1.08947,0,0.000367046,0.000367046,0.000367046
147,27394.5,0.39113,0.64991,0.34951,0.90419,0,0.7767,0.68434,0.75983,0.63272,0.8181,0.61652,0.71312,0.54881,0.54657,1.05291,0.54054,1.08924,0,0.000355301,0.000355301,0.000355301
148,27575.3,0.39924,0.66389,0.35337,0.90108,0,0.81864,0.65676,0.75488,0.62279,0.79161,0.62269,0.69989,0.54224,0.55162,1.05909,0.54783,1.09319,0,0.000343718,0.000343718,0.000343718
149,27759,0.38875,0.65108,0.35232,0.90272,0,0.78308,0.68557,0.75634,0.63061,0.7528,0.65475,0.70414,0.54962,0.54232,1.07747,0.55391,1.09446,0,0.000332298,0.000332298,0.000332298
150,27940.2,0.39845,0.65523,0.3512,0.90786,0,0.8392,0.66338,0.76175,0.63504,0.8046,0.63255,0.71114,0.55442,0.5319,1.04962,0.52558,1.0925,0,0.000321046,0.000321046,0.000321046
151,28121.1,0.3877,0.65064,0.34757,0.89948,0,0.8195,0.66617,0.75451,0.63249,0.80644,0.62162,0.70349,0.54896,0.54049,1.07424,0.52979,1.10368,0,0.000309964,0.000309964,0.000309964
152,28302.3,0.38873,0.66473,0.35661,0.90578,0,0.79459,0.67254,0.75772,0.62942,0.79671,0.62515,0.70359,0.54273,0.54346,1.09289,0.53417,1.10885,0,0.000299055,0.000299055,0.000299055
153,28486.8,0.37706,0.6203,0.34208,0.89782,0,0.82118,0.66091,0.76146,0.63421,0.80908,0.63255,0.70537,0.54908,0.54134,1.07814,0.52727,1.10799,0,0.000288321,0.000288321,0.000288321
154,28671.5,0.38328,0.63234,0.33671,0.9018,0,0.80524,0.66954,0.76475,0.63836,0.80727,0.62494,0.71053,0.55567,0.5316,1.07001,0.53608,1.08892,0,0.000277765,0.000277765,0.000277765
155,28852.5,0.37821,0.63715,0.33477,0.89622,0,0.81294,0.68054,0.76867,0.6409,0.79205,0.64982,0.71873,0.55506,0.54316,1.07354,0.53086,1.09257,0,0.00026739,0.00026739,0.00026739
156,29035.2,0.37841,0.65246,0.34436,0.90003,0,0.83642,0.66203,0.7642,0.63367,0.80804,0.63132,0.71316,0.55198,0.54325,1.08259,0.52284,1.09142,0,0.000257198,0.000257198,0.000257198
157,29220.5,0.37673,0.63433,0.33868,0.8963,0,0.83218,0.66338,0.76504,0.63555,0.82231,0.63255,0.71598,0.5554,0.54116,1.07685,0.52154,1.09421,0,0.000247192,0.000247192,0.000247192
158,29401.2,0.37175,0.65204,0.33875,0.89728,0,0.83699,0.65351,0.76341,0.63836,0.81409,0.63174,0.70883,0.55188,0.52745,1.07384,0.51521,1.08086,0,0.000237374,0.000237374,0.000237374
159,29581.8,0.35396,0.59643,0.31765,0.88873,0,0.80783,0.67902,0.75663,0.63297,0.78064,0.63379,0.70331,0.55067,0.5311,1.06885,0.53562,1.0859,0,0.000227747,0.000227747,0.000227747
160,29767,0.37874,0.64253,0.34622,0.90176,0,0.81936,0.66556,0.75954,0.63622,0.79395,0.63664,0.71284,0.55406,0.52665,1.0694,0.52805,1.07635,0,0.000218312,0.000218312,0.000218312
161,29947.4,0.37136,0.63887,0.32141,0.8959,0,0.82101,0.6674,0.76801,0.63706,0.81302,0.63502,0.71374,0.55522,0.52082,1.06959,0.5277,1.07201,0,0.000209073,0.000209073,0.000209073
162,30128.3,0.36127,0.59435,0.31595,0.88884,0,0.83433,0.66442,0.7664,0.63993,0.81739,0.62269,0.71259,0.55618,0.52821,1.06967,0.52576,1.07551,0,0.000200032,0.000200032,0.000200032
163,30311.2,0.36707,0.62637,0.32201,0.89793,0,0.84695,0.66189,0.76488,0.6328,0.81378,0.63583,0.70912,0.55158,0.5339,1.0881,0.52438,1.09341,0,0.00019119,0.00019119,0.00019119
164,30495.4,0.35386,0.59877,0.31121,0.88574,0,0.8384,0.66215,0.76203,0.63585,0.79621,0.63009,0.70134,0.54846,0.53003,1.08295,0.51947,1.08956,0,0.000182551,0.000182551,0.000182551
165,30675,0.36181,0.59476,0.31354,0.89439,0,0.82449,0.67774,0.76313,0.63852,0.78702,0.64246,0.71002,0.55088,0.52526,1.09175,0.52424,1.08241,0,0.000174115,0.000174115,0.000174115
166,30858.1,0.36876,0.62133,0.32074,0.897,0,0.81574,0.68064,0.76161,0.63837,0.7818,0.65105,0.71056,0.55632,0.51278,1.09125,0.52205,1.06936,0,0.000165886,0.000165886,0.000165886
167,31040.8,0.3692,0.61471,0.32027,0.89245,0,0.82399,0.66954,0.76062,0.63774,0.79345,0.64488,0.71326,0.55547,0.52417,1.08277,0.52172,1.07675,0,0.000157865,0.000157865,0.000157865
168,31225.4,0.36063,0.61986,0.31659,0.88886,0,0.85212,0.66338,0.76231,0.63859,0.82044,0.63872,0.71241,0.55732,0.5218,1.08303,0.51006,1.08354,0,0.000150055,0.000150055,0.000150055
169,31406,0.35649,0.58931,0.31893,0.88387,0,0.83915,0.67448,0.76204,0.6367,0.80652,0.64118,0.71072,0.55512,0.52576,1.09783,0.52081,1.09019,0,0.000142456,0.000142456,0.000142456
170,31588.3,0.35387,0.59428,0.31116,0.88745,0,0.84232,0.65871,0.75907,0.63489,0.80745,0.63084,0.70719,0.55485,0.5198,1.08932,0.51901,1.08284,0,0.000135072,0.000135072,0.000135072
171,31769.2,0.35928,0.60271,0.32235,0.89033,0,0.81484,0.68434,0.76551,0.64142,0.79343,0.64242,0.71228,0.55801,0.52717,1.089,0.51296,1.09187,0,0.000127904,0.000127904,0.000127904
172,31950,0.35859,0.62313,0.31386,0.8979,0,0.82156,0.66831,0.76644,0.63663,0.8253,0.61164,0.7064,0.55407,0.52265,1.08448,0.51753,1.0882,0,0.000120953,0.000120953,0.000120953
173,32132.2,0.35425,0.59928,0.31045,0.88367,0,0.81666,0.67558,0.76342,0.63841,0.80101,0.63255,0.70852,0.55617,0.51745,1.07369,0.52329,1.08461,0,0.000114221,0.000114221,0.000114221
174,32314.4,0.35876,0.61827,0.31511,0.894,0,0.8209,0.67818,0.76232,0.63849,0.78847,0.65105,0.71386,0.55681,0.51475,1.06331,0.52073,1.07753,0,0.000107711,0.000107711,0.000107711
175,32499.4,0.35036,0.60583,0.31548,0.88727,0,0.85586,0.65163,0.76076,0.63874,0.83005,0.61529,0.70713,0.55495,0.51451,1.06895,0.5297,1.07897,0,0.000101423,0.000101423,0.000101423
176,32682.7,0.34731,0.60097,0.30979,0.88542,0,0.8164,0.67448,0.76502,0.6415,0.80307,0.63358,0.71016,0.55648,0.5105,1.08298,0.52738,1.07407,0,9.53593e-05,9.53593e-05,9.53593e-05
177,32867,0.34398,0.56826,0.30259,0.87814,0,0.83464,0.66708,0.76437,0.64016,0.8179,0.63379,0.70977,0.55422,0.5133,1.07538,0.52373,1.07908,0,8.95213e-05,8.95213e-05,8.95213e-05
178,33048.6,0.3512,0.57594,0.30934,0.88329,0,0.83615,0.68064,0.76484,0.64002,0.80265,0.65228,0.71105,0.55442,0.51422,1.07532,0.52574,1.08047,0,8.39104e-05,8.39104e-05,8.39104e-05
179,33228.2,0.35785,0.61992,0.30818,0.89164,0,0.84093,0.66954,0.76613,0.64069,0.80465,0.64504,0.7163,0.5573,0.50937,1.07592,0.52255,1.0776,0,7.8528e-05,7.8528e-05,7.8528e-05
180,33411.1,0.35112,0.59471,0.30454,0.89086,0,0.83658,0.67078,0.76223,0.63771,0.83541,0.62392,0.70962,0.55559,0.51179,1.07732,0.52626,1.07819,0,7.33755e-05,7.33755e-05,7.33755e-05
181,33591.1,0.34199,0.59902,0.3043,0.88067,0,0.82941,0.67201,0.76187,0.63856,0.85476,0.60955,0.70981,0.55469,0.51397,1.07574,0.52908,1.0805,0,6.8454e-05,6.8454e-05,6.8454e-05
182,33771.9,0.33832,0.56109,0.29681,0.88712,0,0.83222,0.65968,0.75865,0.63702,0.7972,0.6301,0.70765,0.55271,0.51147,1.08439,0.52803,1.07867,0,6.37649e-05,6.37649e-05,6.37649e-05
183,33953.7,0.34047,0.57309,0.29672,0.87688,0,0.83382,0.67324,0.76328,0.63618,0.81081,0.63502,0.71108,0.55328,0.51069,1.08422,0.52321,1.07557,0,5.93093e-05,5.93093e-05,5.93093e-05
184,34137.2,0.33449,0.56095,0.29354,0.88089,0,0.83246,0.68064,0.76056,0.63567,0.81117,0.63502,0.70638,0.55382,0.51511,1.09018,0.52054,1.08407,0,5.50882e-05,5.50882e-05,5.50882e-05
185,34321.9,0.33276,0.57972,0.29602,0.87802,0,0.84453,0.66982,0.761,0.63591,0.82869,0.62515,0.70831,0.55522,0.51565,1.09375,0.53008,1.08133,0,5.11027e-05,5.11027e-05,5.11027e-05
186,34503,0.34021,0.57839,0.30624,0.88126,0,0.83928,0.66965,0.76169,0.6389,0.8162,0.63516,0.71033,0.55755,0.51055,1.08396,0.52667,1.07736,0,4.73538e-05,4.73538e-05,4.73538e-05
187,34684.5,0.34386,0.59949,0.30286,0.88321,0,0.84307,0.67201,0.76406,0.63983,0.80383,0.63872,0.71009,0.55779,0.50931,1.08433,0.52492,1.07794,0,4.38424e-05,4.38424e-05,4.38424e-05
188,34864.8,0.3334,0.58127,0.30376,0.87769,0,0.83719,0.66338,0.76337,0.6396,0.83353,0.61282,0.70638,0.55773,0.50841,1.08529,0.52724,1.07588,0,4.05694e-05,4.05694e-05,4.05694e-05
189,35045.4,0.33681,0.5761,0.30475,0.87924,0,0.82375,0.68064,0.76517,0.64163,0.78621,0.65105,0.71079,0.56024,0.51313,1.08121,0.52029,1.08286,0,3.75356e-05,3.75356e-05,3.75356e-05
190,35226.1,0.3397,0.58167,0.29914,0.88642,0,0.83609,0.67324,0.76494,0.64183,0.84533,0.61652,0.7115,0.55997,0.50975,1.07443,0.51951,1.07778,0,3.47418e-05,3.47418e-05,3.47418e-05
191,35446.9,0.28327,0.48701,0.22378,0.83617,0,0.82894,0.66925,0.76132,0.63817,0.8377,0.62515,0.71206,0.55881,0.50566,1.07584,0.52718,1.07542,0,3.21885e-05,3.21885e-05,3.21885e-05
192,35630.2,0.2761,0.4588,0.21061,0.82817,0,0.83828,0.66338,0.75933,0.63613,0.83949,0.6191,0.70688,0.55578,0.50818,1.07495,0.53143,1.08077,0,2.98766e-05,2.98766e-05,2.98766e-05
193,35809.6,0.28414,0.49329,0.2217,0.83461,0,0.84188,0.66954,0.76019,0.63816,0.83539,0.62022,0.71045,0.5575,0.51233,1.07772,0.52668,1.08515,0,2.78064e-05,2.78064e-05,2.78064e-05
194,35990.3,0.2793,0.47022,0.21987,0.82648,0,0.83794,0.66945,0.76328,0.6385,0.80225,0.6403,0.71201,0.55696,0.51088,1.07973,0.52632,1.08353,0,2.59787e-05,2.59787e-05,2.59787e-05
195,36177.1,0.28083,0.46566,0.22051,0.82464,0,0.81343,0.68273,0.75872,0.63719,0.82978,0.62512,0.70646,0.55425,0.51132,1.08059,0.53118,1.08581,0,2.43937e-05,2.43937e-05,2.43937e-05
196,36359.9,0.27938,0.48402,0.22215,0.83318,0,0.81108,0.68434,0.76141,0.63698,0.82691,0.62269,0.70627,0.55461,0.51171,1.08089,0.5282,1.08829,0,2.30518e-05,2.30518e-05,2.30518e-05
197,36543.6,0.28207,0.47489,0.21865,0.83651,0,0.79685,0.68927,0.76051,0.63701,0.8469,0.61282,0.70364,0.5532,0.51413,1.08675,0.52976,1.09366,0,2.19535e-05,2.19535e-05,2.19535e-05
198,36724.7,0.27531,0.46196,0.21258,0.82922,0,0.85153,0.65351,0.75584,0.63463,0.83809,0.61529,0.70289,0.55239,0.51425,1.08805,0.53282,1.09359,0,2.1099e-05,2.1099e-05,2.1099e-05
199,36908.9,0.27982,0.46986,0.22089,0.83005,0,0.84101,0.65876,0.75816,0.63525,0.83912,0.61899,0.70375,0.55364,0.51459,1.08444,0.53403,1.09441,0,2.04885e-05,2.04885e-05,2.04885e-05
200,37088.8,0.2737,0.45317,0.21164,0.82545,0,0.83169,0.66338,0.75703,0.63557,0.84952,0.60562,0.70312,0.55355,0.51292,1.08715,0.53656,1.09219,0,2.01221e-05,2.01221e-05,2.01221e-05
